Token	Occurrences	Frequency	BaselineFrequency
dost	16	1.84828748078647e-06	7.80879521366898e-07
parliamentary	58	6.70004211785097e-06	4.05687106510139e-05
reestablished	27	3.11898512382718e-06	1.3126854022978e-06
electrocution	2	2.31035935098309e-07	5.03196070880825e-07
admi	3	3.46553902647464e-07	3.53415300618639e-08
overrode	1	1.15517967549155e-07	2.50756570438939e-07
stogani	3	3.46553902647464e-07	
batikot	7	8.08625772844082e-07	
rodat	50	5.77589837745773e-06	5.55366900972148e-08
municipality	53	6.1224522801052e-06	0.000101593435487835
gardez-zurmat	2	2.31035935098309e-07	
constituted	23	2.65691325363056e-06	6.76537861184252e-06
bulding	3	3.46553902647464e-07	1.17805100206213e-08
melan	2	2.31035935098309e-07	9.42440801649705e-08
suburb	5	5.77589837745773e-07	2.63328057560945e-05
nagahan	2	2.31035935098309e-07	
tarzai	1	1.15517967549155e-07	
kowtay	1	1.15517967549155e-07	
futher	97	1.1205242852268e-05	5.89025501031066e-08
injected	3	3.46553902647464e-07	3.25310369569443e-06
ketamine	12	1.38621561058986e-06	7.60684361331548e-07
taping	8	9.24143740393237e-07	1.52641751267193e-06
talks	55	6.3534882152035e-06	1.95135733841577e-05
slope	67	7.73970382579336e-06	9.60279859680931e-06
fruit	35	4.04312886422041e-06	2.91634940210495e-05
lengths	110	1.2706976430407e-05	6.73676880179244e-06
un-detonated	4	4.62071870196618e-07	3.3658600058918e-09
cancels	5	5.77589837745773e-07	9.96294561743974e-07
altered	32	3.69657496157295e-06	1.41046363546896e-05
reengaging	12	1.38621561058986e-06	8.41465001472951e-09
toronto	7	8.08625772844082e-07	8.62350162809509e-05
transistor	4	4.62071870196618e-07	4.37730093766229e-06
argosa	1	1.15517967549155e-07	
avm	2	2.31035935098309e-07	3.21439630562667e-07
lukers	1	1.15517967549155e-07	
dcg	102	1.17828326900138e-05	1.34634400235672e-07
ludin	14	1.61725154568816e-06	5.2170830091323e-08
talakar	1	1.15517967549155e-07	
balough	3	3.46553902647464e-07	5.0487900088377e-09
mushan	32	3.69657496157295e-06	
polcie	2	2.31035935098309e-07	
sub-munition	8	9.24143740393237e-07	5.0487900088377e-09
osb	32	3.69657496157295e-06	4.27464220748259e-07
crescent	84	9.70350927412899e-06	9.28977361626138e-06
forged	7	8.08625772844082e-07	4.85525305849893e-06
wardac	2	2.31035935098309e-07	
janabad	1	1.15517967549155e-07	1.00975800176754e-08
dishca	1	1.15517967549155e-07	
axialory	1	1.15517967549155e-07	
hemothorax	8	9.24143740393237e-07	3.70244600648098e-08
disapproves	7	8.08625772844082e-07	3.26488420571505e-07
non-armored	2	2.31035935098309e-07	6.73172001178361e-09
machine-gun	14	1.61725154568816e-06	1.38841725243037e-06
xieds	13	1.50173357813901e-06	
culverts	122	1.40931920409969e-05	1.53146630268077e-07
gerda	249	2.87639739197395e-05	6.51293911140064e-07
serai-waza	1	1.15517967549155e-07	
seta	2	2.31035935098309e-07	5.38537600942689e-07
hozi	1	1.15517967549155e-07	
mada	2	2.31035935098309e-07	4.34195940760043e-07
nakhonay	11	1.2706976430407e-06	
sperwan	273	3.15364051409192e-05	
salehan	6	6.93107805294928e-07	
qadare	1	1.15517967549155e-07	
noorzai	44	5.0827905721628e-06	5.2170830091323e-08
barakazai	1	1.15517967549155e-07	
achekzai	2	2.31035935098309e-07	
khad	2	2.31035935098309e-07	1.56512490273969e-07
nizar	1	1.15517967549155e-07	2.55805360447777e-07
pe-	6	6.93107805294928e-07	9.13830991599625e-07
reunited	2	2.31035935098309e-07	8.5206746049151e-06
mwd	25	2.88794918872887e-06	1.44731980253348e-07
assign	15	1.73276951323732e-06	3.28844522575629e-06
nominated	33	3.8120929291221e-06	5.19234393808899e-05
legally	9	1.03966170794239e-06	1.22046083813637e-05
vetted	74	8.54832959863744e-06	2.87781030503749e-07
track	482	5.56796603586925e-05	0.000133582568983831
aircorp	1	1.15517967549155e-07	
ayuub	2	2.31035935098309e-07	
discredit	16	1.84828748078647e-06	1.55502732272201e-06
blame	54	6.23797024765435e-06	7.07167187237868e-06
prt-built	1	1.15517967549155e-07	
maybe	94	1.08586889496205e-05	3.540211554197e-05
firecracker	3	3.46553902647464e-07	4.51025240789502e-07
avenues	30	3.46553902647464e-06	3.77986078661649e-06
tactically	67	7.73970382579336e-06	5.63781550986877e-07
kayhr	5	5.77589837745773e-07	
custom	17	1.96380544833563e-06	2.55165847046658e-05
contractor's	5	5.77589837745773e-07	9.08782201590787e-08
biscuits	4	4.62071870196618e-07	1.78390580312266e-06
khuni	1	1.15517967549155e-07	6.73172001178361e-09
thin	144	1.66345873270783e-05	2.17872118181376e-05
meerwais	2	2.31035935098309e-07	
postal	16	1.84828748078647e-06	0.000252456329741915
plastique	3	3.46553902647464e-07	1.44731980253348e-07
counterintelligence	6	6.93107805294928e-07	7.52269711316818e-07
star	80	9.24143740393237e-06	0.000210330908838176
ahp	110	1.2706976430407e-05	3.33220140583289e-07
shora	5	5.77589837745773e-07	1.34634400235672e-08
oba	8	9.24143740393237e-07	7.01781811228441e-07
salihan	2	2.31035935098309e-07	
pashmol	3	3.46553902647464e-07	5.0487900088377e-09
sowghdar	1	1.15517967549155e-07	
living	273	3.15364051409192e-05	0.000386792851367065
usied	1	1.15517967549155e-07	
mil-non	1	1.15517967549155e-07	
faint	11	1.2706976430407e-06	2.69773679472228e-06
napce	4	4.62071870196618e-07	
resurfacing	5	5.77589837745773e-07	4.106349207188e-07
qaleh-ye-malek	1	1.15517967549155e-07	
crush	92	1.06276530145222e-05	7.06494015236689e-06
flu	20	2.31035935098309e-06	3.44664064603321e-06
reconstitution	5	5.77589837745773e-07	2.81049310491966e-07
reportings	2	2.31035935098309e-07	1.34634400235672e-08
ehicle	1	1.15517967549155e-07	
lachi	2	2.31035935098309e-07	4.88049700854312e-08
khail	169	1.95225365158071e-05	5.38537600942689e-08
nani	36	4.15864683176957e-06	3.87073900677557e-07
psyops	40	4.62071870196619e-06	7.57318501325656e-08
kuyhna	1	1.15517967549155e-07	
skhin	24	2.77243122117971e-06	
tibula	4	4.62071870196618e-07	
joyce	539	6.22641845089943e-05	1.13311677098348e-05
afgani	3	3.46553902647464e-07	1.6829300029459e-08
patrold	1	1.15517967549155e-07	
qazi	38	4.38968276686788e-06	2.57488290450723e-07
soor	2	2.31035935098309e-07	3.70244600648098e-08
qali	12	1.38621561058986e-06	1.73341790303428e-07
kazi	1	1.15517967549155e-07	4.40927660771826e-07
passable	236	2.72622403416005e-05	3.83708040671666e-07
shekarpur	1	1.15517967549155e-07	
laborer	18	2.07932341588478e-06	7.75830731358061e-07
diffuse	19	2.19484138343394e-06	2.89127374506106e-06
batterypack	3	3.46553902647464e-07	
lmt	9	1.03966170794239e-06	1.19488030209159e-07
sginificant	1	1.15517967549155e-07	
kidknapped	2	2.31035935098309e-07	
politician	3	3.46553902647464e-07	0.000118663394507716
entourage	16	1.84828748078647e-06	2.80712724491376e-06
blessings	6	6.93107805294928e-07	2.25344327394456e-06
ecc	1	1.15517967549155e-07	1.10231915192957e-06
uergent	1	1.15517967549155e-07	
reinforced	154	1.77897670025698e-05	7.69435597346866e-06
condoms	3	3.46553902647464e-07	1.12588017197081e-06
mental	49	5.66038040990858e-06	3.13041809847967e-05
manufacturer	9	1.03966170794239e-06	2.88959081505811e-05
cholon	1	1.15517967549155e-07	1.09390450191484e-07
sorkay	1	1.15517967549155e-07	
finalize	46	5.31382650726111e-06	3.58464090627477e-07
outline	22	2.5413952860814e-06	1.16509244103945e-05
arraying	1	1.15517967549155e-07	8.41465001472951e-09
effectively	150	1.73276951323732e-05	2.76370765083776e-05
portions	55	6.3534882152035e-06	1.73106180103015e-05
lnos	24	2.77243122117971e-06	
stuffed	15	1.73276951323732e-06	2.82059068493733e-06
tact	13	1.50173357813901e-06	6.05854801060525e-07
optioned	2	2.31035935098309e-07	5.46952250957418e-07
organizational	13	1.50173357813901e-06	7.90977101384574e-06
oel	1	1.15517967549155e-07	4.54391100795393e-08
udl	1	1.15517967549155e-07	7.90977101384574e-08
thousands	25	2.88794918872887e-06	3.68999232445918e-05
bills	15	1.73276951323732e-06	1.38555627142536e-05
graveyard	37	4.27416479931872e-06	4.07773939713792e-06
unattainable	1	1.15517967549155e-07	3.41634790598018e-07
witnessing	11	1.2706976430407e-06	1.6644177729135e-06
storm-ph	1	1.15517967549155e-07	
ddfc	1	1.15517967549155e-07	1.17805100206213e-08
dysentery	2	2.31035935098309e-07	8.93635831564274e-07
stool	10	1.15517967549155e-06	1.60719815281334e-06
vomit	6	6.93107805294928e-07	8.61660161508302e-07
fp	4468	0.000516134279009623	4.01547098702892e-06
hadi	68	7.85522179334252e-06	4.106349207188e-07
dinner	46	5.31382650726111e-06	1.24233892817466e-05
preceding	9	1.03966170794239e-06	1.21154130912075e-05
gagged	4	4.62071870196618e-07	3.41634790598018e-07
bagged	27	3.11898512382718e-06	3.7361046065399e-07
emplacer	117	1.35156022032511e-05	
makers	21	2.42587731853225e-06	8.9716998457046e-06
manure	9	1.03966170794239e-06	1.10063622192662e-06
card-carrying	1	1.15517967549155e-07	7.40489201296197e-08
supervision	55	6.3534882152035e-06	7.13898907249651e-06
siginificant	4	4.62071870196618e-07	6.73172001178361e-09
tranportation	3	3.46553902647464e-07	8.41465001472951e-09
maersk	9	1.03966170794239e-06	4.67854540818961e-07
unclassified	75	8.6638475661866e-06	1.13429482198554e-06
nipr	39	4.50520073441703e-06	1.51463700265131e-08
category	829	9.57643950982492e-05	0.00382788656011056
di	9	1.03966170794239e-06	9.07351711088283e-05
capt	222	2.56449887959123e-05	2.13631134573953e-05
azher	2	2.31035935098309e-07	1.00975800176754e-08
janjua	2	2.31035935098309e-07	8.5829430150241e-08
lsb-	1	1.15517967549155e-07	
mwcu	1	1.15517967549155e-07	
ttnu	1	1.15517967549155e-07	
waziristan	44	5.0827905721628e-06	5.21708300913229e-07
advisable	4	4.62071870196618e-07	7.85928311375736e-07
indus	6	6.93107805294928e-07	4.26286169746197e-06
bannu	6	6.93107805294928e-07	2.82732240494911e-07
dera	4	4.62071870196618e-07	5.30122950927959e-07
hotbed	3	3.46553902647464e-07	5.33488810933851e-07
mianwali-talagang-tarnol	1	1.15517967549155e-07	
onwards	4	4.62071870196618e-07	1.15297534501824e-05
routing	15	1.73276951323732e-06	6.76032982183369e-06
bypasses	7	8.08625772844082e-07	1.19992909210043e-06
infested	2	2.31035935098309e-07	9.59270101679164e-07
scallops	1	1.15517967549155e-07	2.64220010462507e-07
tableware	1	1.15517967549155e-07	2.20463830385913e-07
publicity	25	2.88794918872887e-06	1.02456778579346e-05
jason	11	1.2706976430407e-06	3.21523777062815e-05
murphy	23	2.65691325363056e-06	2.38067278216727e-05
downgrading	16	1.84828748078647e-06	1.91854020335833e-07
nina	6	6.93107805294928e-07	6.23020687090573e-06
detect	50	5.77589837745773e-06	9.3823347664234e-06
bos	398	4.59761510845635e-05	2.87107858502571e-06
products	659	7.61263406148929e-05	9.30660291629084e-05
atmospherics	476	5.49865525533976e-05	1.12756310197375e-07
reception	383	4.42433815713262e-05	2.05839168660313e-05
conservation	252	2.9110527822387e-05	3.57555308425886e-05
recommendations	417	4.81709924679975e-05	8.31030835454686e-06
bam	25	2.88794918872887e-06	2.6068585745632e-06
ukhen	1	1.15517967549155e-07	
urget	2	2.31035935098309e-07	
zbv	2	2.31035935098309e-07	3.53415300618639e-08
backscatter	5	5.77589837745773e-07	3.06293260536154e-07
vans	11	1.2706976430407e-06	2.58329755452196e-06
bitten	9	1.03966170794239e-06	1.34970986236261e-06
russell	4	4.62071870196618e-07	4.68123809619432e-05
convoyed	71	8.20177569598998e-06	6.56342701148902e-08
materiel	9	1.03966170794239e-06	1.15785584202678e-06
command-army	2	2.31035935098309e-07	
battalion-afghanistan	2	2.31035935098309e-07	
amc-afsbn-af	1	1.15517967549155e-07	
rfi	14	1.61725154568816e-06	1.20666081211221e-06
colsof	6	6.93107805294928e-07	
mercedes	18	2.07932341588478e-06	7.22986729265559e-06
carotid	5	5.77589837745773e-07	1.21170960212105e-06
severed	54	6.23797024765435e-06	3.71590944650455e-06
vehilce	22	2.5413952860814e-06	
satcom	13	1.50173357813901e-06	1.83439370321103e-07
posible	19	2.19484138343394e-06	1.27902680223889e-07
eluded	5	5.77589837745773e-07	7.40489201296197e-07
earley	2	2.31035935098309e-07	3.87073900677557e-07
introduce	79	9.12591943638322e-06	1.13092896197965e-05
honda	366	4.22795761229906e-05	2.16441627678872e-05
potholes	29	3.35002105892548e-06	2.7095173047429e-07
trafficable	254	2.93415637574853e-05	1.17805100206213e-08
punisher	396	4.57451151494652e-05	1.47929547258945e-06
hashqani	1	1.15517967549155e-07	
kkc	258	2.98036356276819e-05	2.86098100500803e-08
yayakhel	36	4.15864683176957e-06	
yosufkhel	17	1.96380544833563e-06	
bleeds	2	2.31035935098309e-07	4.0222027070407e-07
wasnt	96	1.10897248847188e-05	6.39513401119443e-08
sub-tribal	9	1.03966170794239e-06	1.00975800176754e-08
adikhel	5	5.77589837745773e-07	
zakhol	3	3.46553902647464e-07	
sub-tribes	38	4.38968276686788e-06	9.92928701738082e-08
sub-tribe	78	9.01040146883406e-06	1.07707520188538e-07
occupies	14	1.61725154568816e-06	6.34632904110899e-06
decide	75	8.6638475661866e-06	1.61864207683337e-05
pumps	35	4.04312886422041e-06	4.15852003727932e-06
solar	208	2.40277372502242e-05	3.85256336274376e-05
refurbishment	133	1.53638896840376e-05	2.39480939419202e-06
finishing	54	6.23797024765435e-06	1.69891783797389e-05
casually	1	1.15517967549155e-07	1.03331902180878e-06
proposals	187	2.16018599316919e-05	1.30881466329103e-05
finalizing	10	1.15517967549155e-06	1.73341790303428e-07
choices	3	3.46553902647464e-07	8.70747983524209e-06
topic	166	1.91759826131597e-05	4.33152524158216e-05
poorest	30	3.46553902647464e-06	2.05485753359695e-06
rabat	192	2.21794497694377e-05	1.05183125184119e-06
payroll	30	3.46553902647464e-06	1.95219880341725e-06
rice	538	6.21486665414452e-05	3.51631394815517e-05
beans	453	5.2329639299767e-05	6.16120674078495e-06
welcoming	32	3.69657496157295e-06	1.94883294341135e-06
questions	432	4.99037619812348e-05	4.10298334718211e-05
invited	242	2.79553481468954e-05	2.19841146284823e-05
hopefully	72	8.31729366353913e-06	2.84415170497857e-06
territory	19	2.19484138343394e-06	8.78640925238026e-05
hfcc	1	1.15517967549155e-07	1.17805100206213e-08
abdulolah	1	1.15517967549155e-07	
acc	79	9.12591943638322e-06	5.82630367019871e-06
retention	104	1.20138686251121e-05	3.80510473666068e-06
layout	32	3.69657496157295e-06	2.68831238670578e-05
deh-mazang	1	1.15517967549155e-07	
cooking	351	4.05468066097533e-05	1.35358060136939e-05
oilcan	1	1.15517967549155e-07	1.17805100206213e-08
xsuspected	4	4.62071870196618e-07	
babrak	13	1.50173357813901e-06	1.78390580312266e-07
eyewitness	13	1.50173357813901e-06	3.14034738549705e-06
ayoub	66	7.62418585824421e-06	1.29585610226834e-07
khochi	2	2.31035935098309e-07	
nawed	1	1.15517967549155e-07	
madi	6	6.93107805294928e-07	2.10366250368238e-07
mahzor	1	1.15517967549155e-07	7.57318501325656e-08
dss	2	2.31035935098309e-07	1.088855711906e-06
ket	2	2.31035935098309e-07	1.14439240200321e-06
kochies	1	1.15517967549155e-07	
inquiries	8	9.24143740393237e-07	1.86468644326406e-06
chashma	8	9.24143740393237e-07	4.88049700854312e-08
rasol	9	1.03966170794239e-06	6.73172001178361e-09
cwied	1533	0.000177089044252854	
sanigam	1	1.15517967549155e-07	
disturbing	11	1.2706976430407e-06	3.15549375552357e-06
koas	1	1.15517967549155e-07	1.85122300324049e-08
roughneck	24	2.77243122117971e-06	1.54829560271023e-07
candidates	42	4.85175463706449e-06	4.32294229856714e-05
engagees	1	1.15517967549155e-07	
densely	8	9.24143740393237e-07	3.56949453624826e-06
vegetated	161	1.85983927754139e-05	2.62537080459561e-07
wazi	298	3.44243543296481e-05	1.00975800176754e-08
zardan	3	3.46553902647464e-07	3.3658600058918e-09
mangertay	2	2.31035935098309e-07	
miscommunication	10	1.15517967549155e-06	2.053174603594e-07
anomaly	14	1.61725154568816e-06	3.60483606631012e-06
wahidi	99	1.14362787873663e-05	1.34634400235672e-08
fidgeting	1	1.15517967549155e-07	3.87073900677557e-08
scratching	1	1.15517967549155e-07	1.18983151208275e-06
hyperthyroidism	1	1.15517967549155e-07	3.46683580606856e-07
jannei	1	1.15517967549155e-07	
conversing	7	8.08625772844082e-07	4.51025240789502e-07
balloting	2	2.31035935098309e-07	1.62234452283985e-06
collided	26	3.00346715627802e-06	2.76000520483128e-06
uncontrolled	9	1.03966170794239e-06	1.51463700265131e-06
vomiting	67	7.73970382579336e-06	2.7499076248136e-06
overrun	58	6.70004211785097e-06	2.36788251414488e-06
district's	4	4.62071870196618e-07	2.68427335469871e-06
accomplice	3	3.46553902647464e-07	1.1107338019443e-06
lists	52	6.00693431255604e-06	7.708829171494e-05
meel	1	1.15517967549155e-07	2.18780900382967e-08
usacapoc	1	1.15517967549155e-07	
ros	10	1.15517967549155e-06	4.96296057868746e-06
hodkhail	1	1.15517967549155e-07	
shinkowrok	1	1.15517967549155e-07	
shegal	2	2.31035935098309e-07	
flipped	86	9.9345452092273e-06	1.51463700265131e-06
duffle	11	1.2706976430407e-06	3.53415300618639e-08
av	14	1.61725154568816e-06	1.45135883454055e-05
luker	1	1.15517967549155e-07	1.14439240200321e-07
khanishin	6	6.93107805294928e-07	
kingdom	9	1.03966170794239e-06	0.000350249709283098
prelim	4	4.62071870196618e-07	9.05416341584895e-07
gul-a-mangal	1	1.15517967549155e-07	
lija	22	2.5413952860814e-06	1.90171090332887e-07
jani-khel	6	6.93107805294928e-07	
attends	164	1.89449466780614e-05	2.62368787459266e-06
pscs	2	2.31035935098309e-07	4.20732500736475e-08
allowance	3	3.46553902647464e-07	2.39480939419202e-06
tenure	24	2.77243122117971e-06	1.4715539945759e-05
measurable	3	3.46553902647464e-07	2.60180978455436e-06
donad	1	1.15517967549155e-07	5.0487900088377e-09
necessity	20	2.31035935098309e-06	7.40152615295608e-06
destitute	2	2.31035935098309e-07	9.82831121720407e-07
gilhart	8	9.24143740393237e-07	
translator	35	4.04312886422041e-06	1.40373191545718e-05
xo	299	3.45398722971972e-05	1.29249024226245e-06
shared	81	9.35695537148152e-06	4.17248835630377e-05
realignment	3	3.46553902647464e-07	1.75024720306374e-06
pingeram	1	1.15517967549155e-07	
techniques	126	1.45552639111935e-05	4.7066503392388e-05
toliver	5	5.77589837745773e-07	8.5829430150241e-08
synopsis	15	1.73276951323732e-06	6.81081772192206e-06
decisions	69	7.97073976089167e-06	2.20783587086473e-05
options	111	1.28224943979562e-05	1.97138420545083e-05
brick	113	1.30535303330545e-05	1.40894899846631e-05
boq	2	2.31035935098309e-07	1.59878350279861e-07
costs	86	9.9345452092273e-06	3.1731645205545e-05
documentation	92	1.06276530145222e-05	1.35105620636497e-05
replenishment	1	1.15517967549155e-07	1.29080731225951e-06
px	36	4.15864683176957e-06	0.000949113619111385
rotations	8	9.24143740393237e-07	2.02456479354392e-06
usda	274	3.16519231084684e-05	6.88991543206052e-06
psc	204	2.35656653800275e-05	1.04678246183235e-06
departmental	10	1.15517967549155e-06	1.84617421323165e-06
relevant	54	6.23797024765435e-06	3.63832637336875e-05
assurance	69	7.97073976089167e-06	3.73273874653401e-06
ahga	37	4.27416479931872e-06	
insure	55	6.3534882152035e-06	8.59977231505356e-07
master	111	1.28224943979562e-05	8.00603461001424e-05
calendar	19	2.19484138343394e-06	3.48618950110244e-05
agricultural	157	1.81363209052173e-05	3.72163140851457e-05
multipurpose	21	2.42587731853225e-06	1.20329495210632e-06
meets	166	1.91759826131597e-05	2.45354365129483e-05
reconcilliation	3	3.46553902647464e-07	1.34634400235672e-08
habibulla	8	9.24143740393237e-07	5.0487900088377e-09
fleet	40	4.62071870196619e-06	8.004183387011e-05
cleanliness	30	3.46553902647464e-06	8.83538251546598e-07
hemoral	1	1.15517967549155e-07	
x-fered	1	1.15517967549155e-07	
provider	63	7.27763195559674e-06	9.45133489654418e-06
basing	4	4.62071870196618e-07	1.60888108281628e-06
screened	25	2.88794918872887e-06	4.10466627718505e-06
calves	4	4.62071870196618e-07	1.19656323209454e-06
informs	89	1.02810991118748e-05	3.84044626672255e-06
refresher	24	2.77243122117971e-06	8.01074681402249e-07
discharges	2	2.31035935098309e-07	1.36653916239207e-06
jvb	2	2.31035935098309e-07	4.71220400824852e-08
renovation	22	2.5413952860814e-06	6.78893963188377e-06
o-e	70	8.08625772844082e-06	6.73172001178361e-09
vacate	12	1.38621561058986e-06	6.26049961095875e-07
karshi	1	1.15517967549155e-07	3.70244600648098e-08
cg	65	7.50866789069505e-06	3.14758398450972e-05
neumann	25	2.88794918872887e-06	5.43081511950642e-06
hadleys	1	1.15517967549155e-07	3.3658600058918e-09
forks	1	1.15517967549155e-07	7.22145264264086e-06
forklift	22	2.5413952860814e-06	5.06561930886716e-07
bas	54	6.23797024765435e-06	3.16559133554124e-06
lvl	21	2.42587731853225e-06	6.51293911140064e-07
jrsc	6	6.93107805294928e-07	5.0487900088377e-09
overrunning	8	9.24143740393237e-07	3.19756700559721e-07
port	27	3.11898512382718e-06	0.000108040740329121
checking	307	3.54640160375905e-05	5.36686377939448e-06
coalsof	13	1.50173357813901e-06	
fortified	60	6.93107805294928e-06	6.71152485174826e-06
br	177	2.04466802562004e-05	0.00177219765909216
expenditure	748	8.64074397267677e-05	3.97508066695822e-06
ltv	88	1.01655811443256e-05	3.8202511066872e-07
cjosotf	2	2.31035935098309e-07	
sustined	1	1.15517967549155e-07	
bled	2	2.31035935098309e-07	9.9797749174692e-07
hazarbuz	3	3.46553902647464e-07	
lzs	19	2.19484138343394e-06	7.06830601237279e-08
manifested	2	2.31035935098309e-07	2.43351678425977e-06
rgb-	1	1.15517967549155e-07	6.73172001178361e-09
cexce	4	4.62071870196618e-07	
sig	19	2.19484138343394e-06	2.4855193213508e-05
dene	1	1.15517967549155e-07	9.69367681696839e-07
khodaydad	1	1.15517967549155e-07	3.3658600058918e-09
natasha	1	1.15517967549155e-07	3.23122560565613e-06
nicole	1	1.15517967549155e-07	7.07503773238457e-06
jsoas	1	1.15517967549155e-07	
uhf	11	1.2706976430407e-06	4.67686247818666e-06
non-dama	1	1.15517967549155e-07	
khulbestat	1	1.15517967549155e-07	
devils	15	1.73276951323732e-06	9.27294431623192e-06
recoverable	44	5.0827905721628e-06	4.4765938078361e-07
usmil	36	4.15864683176957e-06	1.34634400235672e-08
cone	29	3.35002105892548e-06	9.94443338740733e-06
cheyenne	1	1.15517967549155e-07	4.81486273842822e-06
deu	239	2.7608794244248e-05	1.31100247229486e-06
fra	406	4.69002948249568e-05	2.96448120018921e-05
nld	269	3.10743332707226e-05	1.15617291202383e-06
square	103	1.18983506575629e-05	0.000279622185849467
csf	4	4.62071870196618e-07	8.01074681402249e-07
retransmission	1	1.15517967549155e-07	3.34903070586234e-07
directives	14	1.61725154568816e-06	1.76539357309025e-06
hqda	2	2.31035935098309e-07	4.8468384084842e-07
linguist	35	4.04312886422041e-06	4.21742258738243e-06
hooligan	16	1.84828748078647e-06	4.98147280871987e-07
cearch	1	1.15517967549155e-07	
corneal	21	2.42587731853225e-06	1.07707520188538e-06
ulceration	4	4.62071870196618e-07	3.19756700559721e-07
atal	40	4.62071870196619e-06	5.57049830975093e-07
spun	120	1.38621561058986e-05	5.67483996993358e-06
outage	6	6.93107805294928e-07	7.13562321249062e-07
palmerton	3	3.46553902647464e-07	9.76099401708623e-08
evisceration	10	1.15517967549155e-06	6.39513401119443e-08
roxana	3	3.46553902647464e-07	4.89732630857257e-07
aries	12	1.38621561058986e-06	1.71322274299893e-06
gowhardiesh	1	1.15517967549155e-07	
immobilizer	1	1.15517967549155e-07	8.5829430150241e-08
kapsiaa	1	1.15517967549155e-07	
complied	24	2.77243122117971e-06	1.31605126230369e-06
reallocation	1	1.15517967549155e-07	1.21170960212105e-07
preventive	16	1.84828748078647e-06	1.87141816327584e-06
kls	1	1.15517967549155e-07	1.83439370321103e-07
daag	1	1.15517967549155e-07	1.29585610226834e-07
classed	5	5.77589837745773e-07	2.51093156439529e-06
cex-c	27	3.11898512382718e-06	
osc-a	7	8.08625772844082e-07	
reform	121	1.39776740734477e-05	4.8466701154839e-05
prd	15	1.73276951323732e-06	1.35139279236556e-06
air-ground	3	3.46553902647464e-07	1.3126854022978e-07
validate	14	1.61725154568816e-06	1.14439240200321e-06
bi-lateral	5	5.77589837745773e-07	7.57318501325656e-08
denies	19	2.19484138343394e-06	4.48500845785083e-06
pak-made	1	1.15517967549155e-07	
dcg-o	11	1.2706976430407e-06	
filter	21	2.42587731853225e-06	1.54391998470257e-05
arghendab	37	4.27416479931872e-06	
zambian	2	2.31035935098309e-07	7.99391751399303e-07
kn	31	3.58105699402379e-06	2.04307702357632e-05
merged	17	1.96380544833563e-06	4.05771253010286e-05
swerved	53	6.1224522801052e-06	2.15415040377075e-07
miss	59	6.81556008540012e-06	3.96481479394025e-05
asthma	12	1.38621561058986e-06	3.54256765620112e-06
hyex	1	1.15517967549155e-07	
tracked	140	1.61725154568816e-05	4.58935011803347e-06
shaposta	1	1.15517967549155e-07	
cjtsotf	2	2.31035935098309e-07	
brennans	1	1.15517967549155e-07	5.0487900088377e-09
entopic	1	1.15517967549155e-07	2.35610200412426e-08
preg	1	1.15517967549155e-07	1.06024590185592e-07
placements	4	4.62071870196618e-07	7.80879521366898e-07
idp	17	1.96380544833563e-06	4.05586130709962e-07
twa	17	1.96380544833563e-06	2.04644288358222e-06
format	48	5.54486244235942e-06	0.000201103403632023
hayfield	1	1.15517967549155e-07	2.08683320365292e-07
reattached	2	2.31035935098309e-07	1.26219750220943e-07
nasal	19	2.19484138343394e-06	6.78557377187788e-06
septum	2	2.31035935098309e-07	7.67416081343331e-07
kandek	35	4.04312886422041e-06	
nisti	3	3.46553902647464e-07	1.34634400235672e-08
belted	4	4.62071870196618e-07	4.88049700854312e-07
darwazgay	1	1.15517967549155e-07	
combating	4	4.62071870196618e-07	1.30090489227718e-06
cbt	46	5.31382650726111e-06	5.09927790892608e-07
core	443	5.11744596242755e-05	4.51765729990798e-05
vulnerability	11	1.2706976430407e-06	2.80376138490787e-06
cvamp	1	1.15517967549155e-07	
beak	1	1.15517967549155e-07	2.41500455422737e-06
comcfc-as	1	1.15517967549155e-07	
greshk	5	5.77589837745773e-07	
mat	9	1.03966170794239e-06	7.33925774284708e-06
criminals	101	1.16673147224646e-05	7.58833138328307e-06
taxiway	13	1.50173357813901e-06	6.159523810782e-07
link-up	128	1.47862998462918e-05	1.19488030209159e-07
lagmans	1	1.15517967549155e-07	
delineates	3	3.46553902647464e-07	2.15415040377075e-07
dod	29	3.35002105892548e-06	3.8606414267579e-06
chuckwagon	1	1.15517967549155e-07	1.58195420276915e-07
medcom	1	1.15517967549155e-07	6.39513401119443e-08
epidemiological	1	1.15517967549155e-07	9.5253838166738e-07
epicon	1	1.15517967549155e-07	5.0487900088377e-09
tuberculosis	16	1.84828748078647e-06	6.32108509106481e-06
enterprise	13	1.50173357813901e-06	2.82917362795236e-05
centrixs-	1	1.15517967549155e-07	
frank	11	1.2706976430407e-06	0.00010404714743213
inhalation	30	3.46553902647464e-06	1.48771012260418e-06
maghol	1	1.15517967549155e-07	
vied	4	4.62071870196618e-07	5.08244860889662e-07
suvs	18	2.07932341588478e-06	9.76099401708623e-07
alongside	37	4.27416479931872e-06	3.67349961043031e-05
insect	7	8.08625772844082e-07	9.38570062642929e-06
permanent	173	1.99846083860037e-05	4.16710298029435e-05
fbs	4	4.62071870196618e-07	9.82831121720407e-07
daab	1	1.15517967549155e-07	1.17805100206213e-08
